id,title,original_url,score_F1A,score_F1B,score_F2,score_F3,score_F4,score_A1.1,score_A1.2,score_A2,score_I1,score_I2,score_I3,score_R1.1,score_R1.2,score_R1.3,total_F,avg_F,total_A,avg_A,total_I,avg_I,total_R,avg_R,score_total,score_avg
obiws,Bioinformatics Web Service Ontology,"https://bioportal.bioontology.org/ontologies/OBIWS (Bioportal), http://code.google.com/p/obi-webservice/ (Ontobee)",0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mpio/mpio,Minimum PDDI Information Ontology,"https://bioportal.bioontology.org/ontologies/MPIO (Bioportal), https://github.com/MPIO-Developers/MPIO (Ontobee/OLS/OBO)",0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
oba/oba,Ontology of Biological Attributes,"https://bioportal.bioontology.org/ontologies/OBA (Bioportal), https://github.com/obophenotype/bio-attribute-ontology (Ontobee/OLS/OBO)",0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
aro/aro,Antibiotic Resistance Ontology,"https://bioportal.bioontology.org/ontologies/ARO (Bioportal), https://github.com/arpcard/aro (OBO/Github)",0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
modsci/modsci,ModSci (Modular Science) Ontology,"https://w3id.org/skgo/modsci# (LOV), https://bioportal.bioontology.org/ontologies/MODSCI (Bioportal)",2,2,,,,2,2,,1,2,2,2,2,2,7,1.75,4,2,5,1.667,6,2,22,1.833
scdo/scdo,Sickle Cell Disease Ontology,"https://bioportal.bioontology.org/ontologies/SCDO (Bioportal), https://scdontology.h3abionet.org/ (OLS/OBO)",0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bmont/bmont,The Biomarker Ontology,"https://bioportal.bioontology.org/ontologies/BMONT (Bioportal), https://github.com/SCAI-BIO/BiomarkerOntology (OBO)",0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cmpo/cmpo,Cellular microscopy phenotype ontology,http://www.ebi.ac.uk/cmpo,,,,,,,,,,,,,,,,,,,,,,,,
cvdo/cvdo,Cardiovascular Disease Ontology,https://bioportal.bioontology.org/ontologies/CVDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
exo,Exposure ontology (ExO),https://www.ebi.ac.uk/ols4/ontologies/exo,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
labo/labo,clinical LABoratory Ontology,https://bioportal.bioontology.org/ontologies/LABO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vio,Vaccine Investigation Ontology,https://bioportal.bioontology.org/ontologies/VIO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cteno/cteno,Ctenophore Ontology,https://bioportal.bioontology.org/ontologies/CTENO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ceph/ceph,Cephalopod Ontology,https://bioportal.bioontology.org/ontologies/CEPH,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
aero,Adverse Event Reporting Ontology,https://bioportal.bioontology.org/ontologies/AERO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
xco,Experimental condition ontology,https://rgd.mcw.edu/rgdweb/ontology/,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sbo,Systems Biology Ontology,http://www.ebi.ac.uk/sbo/,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
vsao,Vertebrate Skeletal Anatomy Ontology,https://www.nescent.org/phenoscape/Main_Page,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bao,BioAssay Ontology,https://bioportal.bioontology.org/ontologies/BAO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ipr,Protein Domains,http://www.ebi.ac.uk/interpro/index.html,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
vhog,Vertebrate Homologous Ontology Group Ontology,http://berkeleybop.org/,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
